Charity ID,Name,Phone,Email,Address,Postcode,Latitude,Longitude,Website,Causes
1174404,Chabad Lubavitch Of Bristol,07958159169,rabbimendy@jewishbristol.com,"7 Unity Street, Bristol",BS1 5HH,51.453282,-2.600192,http://www.jewishbristol.com, Education / Training - Poverty - Religious - Arts / culture / science - Children / Youth - Elderly - Disability - Ethnic / Racial
1167828,Changes Bristol Ltd,01179411123,info@changesbristol.org.uk,"Barton Hill Settlement, 43 Ducie Road, Lawrence Hill, Bristol",BS5 0AX,51.45626,-2.563674,http://www.changesbristol.org.uk, Education / Training - Arts / culture / science - Children / Youth - Ethnic / Racial
1154811,Charis Ministries,07929125244,nitaconsult@yahoo.com,"10 Thornhayes Close, Frampton Cotterell, Bristol",BS36 2BG,51.534893,-2.489243,http://www.charisministries.org.uk, Education / Training - Health / Medical - Religious - Children / Youth - Elderly - Disability
1170268,Chelwood Community Fund Cio,01761490002,stephenmeale@icloud.com,"Malt House, Chelwood, Bristol",BS39 4NN,51.355564,-2.528502,http://www.chelwood-village.co.uk, Children / Youth - Elderly - Disability
283572,Chelwood Village Hall,01761490218,bravosierra39@gmail.com,"Malt House, Chelwood, Bristol",BS39 4NN,51.355564,-2.528502,http://www.chelwood-village.co.uk, Children / Youth - Elderly - Disability
241637,Chew Stoke United Charities,01275331795,sarahindle8@gmail.com,"Hill Cottage, Stoke Hill, Chew Stoke, Bristol",BS40 8XF,51.350169,-2.633607,, Health / Medical - Children / Youth
1163177,Chew Valley Performing Arts,01275474130,info@valleyartscentre.co.uk,"3 High Street, Chew Magna, Bristol",BS40 8PR,51.365458,-2.614527,http://www.valleyartscentre.co.uk, Education / Training - Arts / culture / science - Sport & Recreation - Children / Youth
1181750,Chinese Community Wellbeing Society,01179351462,admin@chinesecws.org.uk,"Spur 8, The Vassall Centre, Gill Avenue, Bristol",BS16 2QQ,51.486106,-2.522305,http://www.chinesecws.org.uk, Education / Training - Disability - Economic / Community - Human rights - Children / Youth - Elderly
1130110,Christ Church Children And Families Limited,01173251214,katymanson@yahoo.co.uk,"Christ Church Office, Linden Gate, Clifton Down Road, Bristol",BS8 4AH,51.457064,-2.619646,, Disability - Children / Youth
1153404,Christ The Rock Christian Fellowship,01454326395,office@ctr-yate.org,"Christ The Rock, 88A Station Road, Yate, Bristol",BS37 4PH,51.540495,-2.424331,http://www.ctr-yate.org, Education / Training - Religious - Children / Youth
1180341,Churches Housing Aid Society,01179351260,admin@chasbristol.co.uk,"Easton Business Centre, Felix Road, Easton, Bristol",BS5 0HE,51.462095,-2.567517,http://www.chasbristol.co.uk/, Disability - Poverty - Children / Youth - Elderly
1181998,Churchill Kids Club,07756355628,churchillkidsclub@gmail.com,"Churchill Kids Club, Churchill C Of E Primary School, Pudding Pie Lane, Langford, Bristol",BS40 5EL,51.341574,-2.784822,, Economic / Community - Children / Youth
296160,Churchill Primary School Parent Teachers Association,01934852446,emzyrichards@gmail.com,"Churchill C Of E Primary School, Pudding Pie Lane, Langford, Bristol",BS40 5EL,51.341574,-2.784822,http://www.churchill-pri.n.somerset.sch.uk, Economic / Community - Children / Youth
1156712,City Church Bristol,01179243322,office@citychurch.org.uk,"Unit 2, Fenton Court, 1-3 Fenton Road, Bristol",BS7 8ND,51.480548,-2.596028,http://www.citychurch.org.uk, Education / Training - Poverty - Religious - Children / Youth - Elderly
1152249,City Of Bristol Brass Band,07772601918,treasurer@cobbb.onmicrosoft.com,"15 Parnell Road, Stapleton, Bristol",BS16 1WA,51.494639,-2.544096,http://www.cobbb.co.uk, Education / Training - Arts / culture / science - Children / Youth
